# Probe 0 (2 0 0)
# Probe 1 (3 -1.5 0)
# Probe 2 (3 1.5 0)
# Probe 3 (4 -2 0)
# Probe 4 (4 2 0)
#       Probe             0             1             2             3             4
#        Time
       0.0025      -22.4466      -2.15539      -2.15539      0.353169      0.353166
        0.005      0.842311     -0.465287     -0.465288     -0.240436     -0.240433
       0.0075     0.0313615     0.0188521     0.0188519    -0.0159537    -0.0159543
         0.01     0.0165418  -0.000148059  -0.000148339   -0.00888761   -0.00888776
       0.0125     0.0118148   -0.00563943   -0.00563938   -0.00607149   -0.00607147
        0.015     0.0106328   -0.00776248   -0.00776251   -0.00446414   -0.00446418
       0.0175     0.0107936   -0.00849575   -0.00849603   -0.00340782   -0.00340808
         0.02     0.0114331   -0.00857927   -0.00857917   -0.00265728   -0.00265719
       0.0225     0.0122126   -0.00833874   -0.00833865   -0.00209611   -0.00209602
        0.025     0.0129662   -0.00793616    -0.0079361   -0.00165703   -0.00165697
       0.0275     0.0136414   -0.00745693   -0.00745685   -0.00130322   -0.00130315
         0.03     0.0142143   -0.00694759   -0.00694758    -0.0010181   -0.00101808
       0.0325     0.0146879   -0.00643712   -0.00643714  -0.000771272  -0.000771318
        0.035     0.0150779   -0.00593215   -0.00593207  -0.000573042   -0.00057294
       0.0375     0.0153882   -0.00545165   -0.00545163  -0.000397842   -0.00039782
         0.04     0.0156316   -0.00499448   -0.00499446  -0.000242718  -0.000242699
       0.0425     0.0158266   -0.00456189   -0.00456188  -0.000107625  -0.000107609
        0.045     0.0159701   -0.00415526   -0.00415525   1.09792e-05   1.09876e-05
       0.0475      0.016087   -0.00377304   -0.00377302   0.000115711   0.000115725
         0.05     0.0161691   -0.00341592   -0.00341592   0.000208704   0.000208705
       0.0525     0.0162397   -0.00308121    -0.0030812   0.000291349   0.000291355
        0.055     0.0162876   -0.00276818   -0.00276819   0.000365356   0.000365351
       0.0575     0.0163278   -0.00247833   -0.00247833   0.000430643   0.000430648
         0.06     0.0163595   -0.00220702   -0.00220702   0.000489197   0.000489201
       0.0625     0.0163921   -0.00195007   -0.00195007   0.000542335   0.000542338
        0.065     0.0164153   -0.00170967   -0.00170967   0.000590261   0.000590261
       0.0675     0.0164371   -0.00148437   -0.00148437   0.000633385   0.000633377
