# Probe 0 (2 0 0)
# Probe 1 (3 -1.5 0)
# Probe 2 (3 1.5 0)
# Probe 3 (4 -2 0)
# Probe 4 (4 2 0)
#       Probe             0             1             2             3             4
#        Time
       0.0025             (0.950781 -0.00237804 -1.10973e-18)             (0.995931 0.019912 8.06064e-19)             (0.995931 -0.019912 -7.44817e-19)             (1.00086 0.0055687 0)             (1.00086 -0.0055687 0)
        0.005             (0.948729 -0.00230189 4.26871e-20)             (0.995164 0.0170565 1.71367e-19)             (0.995164 -0.0170565 -1.59793e-19)             (1.00029 0.00548671 0)             (1.00029 -0.00548671 0)
       0.0075             (0.948609 -0.0023098 1.56581e-21)             (0.995154 0.0167156 -6.21707e-21)             (0.995154 -0.0167156 5.70116e-21)             (1.00027 0.00554827 0)             (1.00027 -0.00554827 0)
         0.01             (0.948476 -0.00231817 8.26989e-22)             (0.99514 0.0165654 2.27745e-22)             (0.99514 -0.0165654 -2.3438e-22)             (1.00026 0.00560805 0)             (1.00026 -0.00560805 0)
       0.0125             (0.948342 -0.00232666 5.90114e-22)             (0.995122 0.0164882 2.11223e-21)             (0.995122 -0.0164882 -1.97065e-21)             (1.00025 0.00566665 0)             (1.00025 -0.00566665 0)
        0.015             (0.948212 -0.0023351 5.30035e-22)             (0.995105 0.0164482 2.81211e-21)             (0.995105 -0.0164482 -2.61248e-21)             (1.00025 0.00572333 0)             (1.00025 -0.00572333 0)
       0.0175             (0.948084 -0.00234341 5.37029e-22)             (0.995089 0.0164298 3.02578e-21)             (0.995089 -0.0164298 -2.8055e-21)             (1.00025 0.00577792 0)             (1.00025 -0.00577792 0)
         0.02             (0.94796 -0.0023516 5.68035e-22)             (0.995075 0.016425 3.0142e-21)             (0.995075 -0.016425 -2.79066e-21)             (1.00025 0.00583048 0)             (1.00025 -0.00583048 0)
       0.0225             (0.947838 -0.00235966 6.06149e-22)             (0.995064 0.0164291 2.89231e-21)             (0.995064 -0.0164291 -2.67445e-21)             (1.00025 0.00588112 0)             (1.00025 -0.00588112 0)
        0.025             (0.947718 -0.0023676 6.43073e-22)             (0.995054 0.0164396 2.7177e-21)             (0.995054 -0.0164396 -2.50998e-21)             (1.00025 0.00592999 0)             (1.00025 -0.00592999 0)
       0.0275             (0.9476 -0.00237543 6.76182e-22)             (0.995046 0.0164547 2.52015e-21)             (0.995046 -0.0164547 -2.32467e-21)             (1.00025 0.00597725 0)             (1.00025 -0.00597725 0)
         0.03             (0.947484 -0.00238317 7.04264e-22)             (0.995039 0.0164734 2.31573e-21)             (0.995039 -0.0164734 -2.1334e-21)             (1.00026 0.00602306 0)             (1.00026 -0.00602306 0)
       0.0325             (0.947369 -0.00239082 7.27456e-22)             (0.995035 0.0164947 2.11433e-21)             (0.995035 -0.0164947 -1.94522e-21)             (1.00026 0.00606752 0)             (1.00026 -0.00606752 0)
        0.035             (0.947255 -0.0023984 7.4654e-22)             (0.995031 0.0165183 1.91815e-21)             (0.995031 -0.0165183 -1.76213e-21)             (1.00026 0.00611073 0)             (1.00026 -0.00611073 0)
       0.0375             (0.947142 -0.00240591 7.6169e-22)             (0.995029 0.0165436 1.73327e-21)             (0.995029 -0.0165436 -1.58977e-21)             (1.00026 0.0061528 0)             (1.00026 -0.0061528 0)
         0.04             (0.947029 -0.00241336 7.7354e-22)             (0.995029 0.0165705 1.55904e-21)             (0.995029 -0.0165705 -1.42744e-21)             (1.00027 0.00619381 0)             (1.00027 -0.00619381 0)
       0.0425             (0.946917 -0.00242076 7.83009e-22)             (0.995029 0.0165986 1.39566e-21)             (0.995029 -0.0165986 -1.27536e-21)             (1.00027 0.00623384 0)             (1.00027 -0.00623384 0)
        0.045             (0.946806 -0.00242812 7.89942e-22)             (0.99503 0.0166278 1.24338e-21)             (0.99503 -0.0166278 -1.13369e-21)             (1.00028 0.00627296 0)             (1.00028 -0.00627296 0)
       0.0475             (0.946694 -0.00243543 7.95572e-22)             (0.995032 0.0166579 1.10137e-21)             (0.995032 -0.0166579 -1.00168e-21)             (1.00028 0.00631121 0)             (1.00028 -0.00631121 0)
         0.05             (0.946583 -0.00244271 7.99487e-22)             (0.995034 0.0166888 9.6966e-22)             (0.995034 -0.0166888 -8.79328e-22)             (1.00029 0.00634866 0)             (1.00029 -0.00634866 0)
       0.0525             (0.946472 -0.00244995 8.02836e-22)             (0.995038 0.0167204 8.47145e-22)             (0.995038 -0.0167204 -7.6559e-22)             (1.00029 0.00638535 0)             (1.00029 -0.00638535 0)
        0.055             (0.946361 -0.00245715 8.05071e-22)             (0.995041 0.0167526 7.33436e-22)             (0.995041 -0.0167526 -6.60099e-22)             (1.00029 0.00642132 0)             (1.00029 -0.00642132 0)
       0.0575             (0.94625 -0.00246433 8.06938e-22)             (0.995046 0.0167853 6.28588e-22)             (0.995046 -0.0167853 -5.62857e-22)             (1.0003 0.00645661 0)             (1.0003 -0.00645661 0)
         0.06             (0.946139 -0.00247149 8.08385e-22)             (0.99505 0.0168184 5.3114e-22)             (0.99505 -0.0168184 -4.72543e-22)             (1.0003 0.00649125 0)             (1.0003 -0.00649125 0)
       0.0625             (0.946028 -0.00247861 8.0988e-22)             (0.995056 0.016852 4.39704e-22)             (0.995056 -0.016852 -3.87873e-22)             (1.00031 0.00652528 0)             (1.00031 -0.00652528 0)
        0.065             (0.945917 -0.00248572 8.10912e-22)             (0.995061 0.0168858 3.54772e-22)             (0.995061 -0.0168858 -3.09282e-22)             (1.00031 0.00655872 0)             (1.00031 -0.00655872 0)
       0.0675             (0.945806 -0.0024928 8.11881e-22)             (0.995067 0.01692 2.75732e-22)             (0.995067 -0.01692 -2.3619e-22)             (1.00032 0.0065916 0)             (1.00032 -0.0065916 0)
         0.07             (0.945695 -0.00249986 8.12525e-22)             (0.995073 0.0169544 2.0231e-22)             (0.995073 -0.0169544 -1.68338e-22)             (1.00032 0.00662395 0)             (1.00032 -0.00662395 0)
       0.0725             (0.945584 -0.0025069 8.13197e-22)             (0.995079 0.0169891 1.33937e-22)             (0.995079 -0.0169891 -1.05194e-22)             (1.00033 0.00665578 0)             (1.00033 -0.00665578 0)
        0.075             (0.945472 -0.00251392 8.14149e-22)             (0.995085 0.0170239 7.00961e-23)             (0.995085 -0.0170239 -4.62727e-23)             (1.00034 0.00668713 0)             (1.00034 -0.00668713 0)
       0.0775             (0.945361 -0.00252092 8.14962e-22)             (0.995092 0.0170589 1.07058e-23)             (0.995092 -0.0170589 8.50066e-24)             (1.00034 0.00671801 0)             (1.00034 -0.00671801 0)
         0.08             (0.945249 -0.00252791 8.15876e-22)             (0.995099 0.017094 -4.46416e-23)             (0.995099 -0.017094 5.95129e-23)             (1.00035 0.00674844 0)             (1.00035 -0.00674844 0)
       0.0825             (0.945138 -0.00253488 8.16469e-22)             (0.995106 0.0171293 -9.60852e-23)             (0.995106 -0.0171293 1.0689e-22)             (1.00035 0.00677844 0)             (1.00035 -0.00677844 0)
        0.085             (0.945026 -0.00254183 8.17661e-22)             (0.995113 0.0171646 -1.44246e-22)             (0.995113 -0.0171646 1.51213e-22)             (1.00036 0.00680802 0)             (1.00036 -0.00680802 0)
       0.0875             (0.944914 -0.00254877 8.18867e-22)             (0.99512 0.0172 -1.8908e-22)             (0.99512 -0.0172 1.92439e-22)             (1.00036 0.0068372 0)             (1.00036 -0.0068372 0)
         0.09             (0.944802 -0.0025557 8.20322e-22)             (0.995127 0.0172355 -2.3096e-22)             (0.995127 -0.0172355 2.30918e-22)             (1.00037 0.006866 0)             (1.00037 -0.006866 0)
       0.0925             (0.94469 -0.0025626 8.21721e-22)             (0.995134 0.017271 -2.69961e-22)             (0.995134 -0.017271 2.6672e-22)             (1.00037 0.00689444 0)             (1.00037 -0.00689444 0)
        0.095             (0.944578 -0.0025695 8.23315e-22)             (0.995141 0.0173066 -3.06199e-22)             (0.995141 -0.0173066 2.99956e-22)             (1.00038 0.00692251 0)             (1.00038 -0.00692251 0)
       0.0975             (0.944466 -0.00257638 8.24849e-22)             (0.995148 0.0173422 -3.39667e-22)             (0.995148 -0.0173422 3.30627e-22)             (1.00038 0.00695021 0)             (1.00038 -0.00695021 0)
          0.1             (0.944354 -0.00258325 8.2667e-22)             (0.995155 0.0173778 -3.7104e-22)             (0.995155 -0.0173778 3.59346e-22)             (1.00039 0.00697756 0)             (1.00039 -0.00697756 0)
