2 	-3.96571 	-1.73472e-18 	-0.11547
2 	-3.89792 	0 	-0.115609
2 	-3.8317 	0 	-0.115878
2 	-3.76703 	0 	-0.116267
2 	-3.70385 	0 	-0.116769
2 	-3.64214 	0 	-0.117376
2 	-3.58187 	0 	-0.118082
2 	-3.52299 	0 	-0.11888
2 	-3.46548 	3.46945e-18 	-0.119764
2 	-3.40931 	6.93889e-18 	-0.12073
2 	-3.35444 	6.93889e-18 	-0.121772
2 	-3.30085 	6.93889e-18 	-0.122886
2 	-3.2485 	5.20417e-18 	-0.124067
2 	-3.19736 	3.46945e-18 	-0.125311
2 	-3.14742 	3.46945e-18 	-0.126613
2 	-3.09863 	3.46945e-18 	-0.127972
2 	-3.05098 	3.46945e-18 	-0.129382
2 	-3.00443 	2.77556e-18 	-0.130841
2 	-2.95896 	3.81639e-18 	-0.132345
2 	-2.91455 	5.55112e-18 	-0.133892
2 	-2.87117 	7.28584e-18 	-0.135479
2 	-2.8288 	9.02056e-18 	-0.137103
2 	-2.78741 	1.07553e-17 	-0.138761
2 	-2.74699 	1.07553e-17 	-0.14045
2 	-2.7075 	1.07553e-17 	-0.14217
2 	-2.66893 	1.249e-17 	-0.143917
2 	-2.63126 	1.59595e-17 	-0.145689
2 	-2.59446 	1.94289e-17 	-0.147484
2 	-2.55851 	1.76942e-17 	-0.1493
2 	-2.5234 	1.59595e-17 	-0.151135
2 	-2.4891 	1.59595e-17 	-0.152988
2 	-2.45561 	1.76942e-17 	-0.154857
2 	-2.42288 	1.94289e-17 	-0.156739
2 	-2.39092 	1.94289e-17 	-0.158634
2 	-2.3597 	2.11636e-17 	-0.160539
2 	-2.32921 	2.46331e-17 	-0.162454
2 	-2.29943 	2.81025e-17 	-0.164377
2 	-2.27033 	2.98372e-17 	-0.166307
2 	-2.24191 	2.98372e-17 	-0.168243
2 	-2.21415 	3.1572e-17 	-0.170182
2 	-2.18704 	3.33067e-17 	-0.172125
2 	-2.16056 	3.33067e-17 	-0.17407
2 	-2.13469 	3.1572e-17 	-0.176015
2 	-2.10942 	2.98372e-17 	-0.17796
2 	-2.08474 	2.98372e-17 	-0.179904
2 	-2.06063 	2.98372e-17 	-0.181844
2 	-2.03708 	3.1572e-17 	-0.183781
2 	-2.01408 	3.50414e-17 	-0.185712
2 	-1.99161 	3.67761e-17 	-0.187637
