# Probe 0 (2 0 0)
# Probe 1 (3 -1.5 0)
# Probe 2 (3 1.5 0)
# Probe 3 (4 -2 0)
# Probe 4 (4 2 0)
#       Probe             0             1             2             3             4
#        Time
        0.005      -11.3137      -1.10557      -1.10557      0.164563      0.164563
         0.01      0.435599     -0.219958     -0.219958     -0.126427     -0.126427
        0.015     0.0181069    0.00479594     0.0047959   -0.00673243   -0.00673275
         0.02     0.0118672   -0.00279414   -0.00279416   -0.00350093   -0.00350092
        0.025     0.0106384   -0.00460878   -0.00460874   -0.00210071   -0.00210068
         0.03      0.010909   -0.00500207   -0.00500205   -0.00131232   -0.00131232
        0.035     0.0116416   -0.00485854   -0.00485855  -0.000805939  -0.000805958
         0.04     0.0124517   -0.00449541   -0.00449557    -0.0004526    -0.0004527
        0.045     0.0132193   -0.00404611   -0.00404591   -0.00019239  -0.000192221
         0.05     0.0138975   -0.00357314   -0.00357309   7.45356e-06   7.54538e-06
        0.055     0.0144835   -0.00310758    -0.0031075   0.000165231   0.000165309
         0.06     0.0149687   -0.00266454    -0.0026645    0.00029389   0.000293897
        0.065     0.0153769   -0.00225003   -0.00225026   0.000399771   0.000399528
         0.07     0.0157276   -0.00186631   -0.00186632   0.000487243   0.000487233
        0.075     0.0160177   -0.00151366   -0.00151366   0.000561802   0.000561796
         0.08     0.0162802   -0.00119152   -0.00119152   0.000624072   0.000624065
        0.085     0.0165125  -0.000898649  -0.000898654   0.000674415   0.000674414
         0.09     0.0167308  -0.000630657  -0.000630659   0.000717826   0.000717824
        0.095     0.0169262  -0.000386146  -0.000386147   0.000755263   0.000755263
          0.1     0.0171127  -0.000163739  -0.000163741   0.000786287   0.000786285
        0.105     0.0172817   3.79344e-05   3.79338e-05    0.00081326    0.00081326
         0.11     0.0174516    0.00022209   0.000222092   0.000833153   0.000833151
        0.115     0.0176154   0.000389263    0.00038926    0.00085122   0.000851221
         0.12     0.0177795   0.000538335   0.000538336   0.000863443    0.00086344
        0.125     0.0179425   0.000674443   0.000674443   0.000872778   0.000872777
         0.13     0.0181008   0.000798324    0.00079832   0.000875518   0.000875519
        0.135     0.0182549   0.000910689   0.000910689   0.000879525   0.000879527
         0.14     0.0184068    0.00101231    0.00101231   0.000882341   0.000882341
        0.145     0.0185549    0.00110401    0.00110401   0.000882905   0.000882907
         0.15     0.0187047    0.00118716    0.00118716   0.000881809   0.000881809
        0.155     0.0188619    0.00126203    0.00126203   0.000878766   0.000878766
         0.16     0.0190085    0.00132756    0.00132756   0.000874022   0.000874024
        0.165     0.0191541    0.00138716    0.00138716   0.000868422   0.000868423
         0.17     0.0192966    0.00144097    0.00144097   0.000862048   0.000862049
        0.175     0.0194343    0.00148871    0.00148871   0.000854802   0.000854803
         0.18     0.0195711     0.0015312     0.0015312   0.000846737   0.000846738
        0.185     0.0197109    0.00156924    0.00156924   0.000838317   0.000838317
         0.19     0.0198462    0.00160283    0.00160283   0.000828881   0.000828883
        0.195     0.0199804    0.00163271    0.00163271   0.000819419   0.000819419
          0.2     0.0201132    0.00165625    0.00165625   0.000807007   0.000807008
        0.205      0.020247    0.00167782    0.00167782   0.000795867   0.000795869
         0.21     0.0203723    0.00169448    0.00169448   0.000782578   0.000782569
        0.215     0.0205025    0.00170816    0.00170817   0.000769444   0.000769449
         0.22     0.0206246    0.00171934    0.00171934   0.000756705   0.000756703
        0.225      0.020743    0.00172773    0.00172774   0.000743751   0.000743765
         0.23     0.0208584    0.00173475    0.00173475   0.000731108   0.000731115
        0.235     0.0209698    0.00173939    0.00173939   0.000718349   0.000718353
         0.24     0.0210845    0.00174224    0.00174224   0.000705737   0.000705739
        0.245     0.0211967    0.00174337    0.00174337   0.000693332   0.000693336
         0.25     0.0213081    0.00174348    0.00174348   0.000682502   0.000682504
        0.255     0.0214175     0.0017399     0.0017399   0.000669328   0.000669331
         0.26     0.0215282    0.00173528    0.00173529   0.000648181   0.000648186
        0.265      0.021636    0.00173032    0.00173033   0.000632987   0.000632992
         0.27     0.0217327    0.00172233    0.00172235   0.000619303   0.000619304
        0.275     0.0218343    0.00171391    0.00171391   0.000605713    0.00060571
         0.28     0.0219334    0.00170534    0.00170535    0.00059362   0.000593627
        0.285     0.0220312    0.00169599      0.001696   0.000582173   0.000582188
         0.29     0.0221298    0.00168477    0.00168477   0.000562928   0.000562933
        0.295     0.0222279     0.0016716     0.0016716   0.000544328    0.00054433
          0.3     0.0223272    0.00165875    0.00165876   0.000530062   0.000530068
        0.305     0.0224147    0.00164599    0.00164605   0.000517119   0.000517174
         0.31     0.0225088    0.00163041    0.00163042   0.000501954   0.000501961
        0.315     0.0226043    0.00161459    0.00161459   0.000486911   0.000486913
         0.32     0.0226919    0.00159976    0.00159971   0.000473616    0.00047356
        0.325     0.0227791    0.00158446    0.00158447   0.000460374   0.000460383
         0.33     0.0228642    0.00156865    0.00156871   0.000447302   0.000447351
        0.335     0.0229528    0.00155306    0.00155307   0.000434405    0.00043441
         0.34       0.02304    0.00153673    0.00153674    0.00042159   0.000421594
        0.345     0.0231205    0.00151952    0.00151953   0.000409373   0.000409376
         0.35     0.0232048    0.00150269    0.00150271   0.000398816   0.000398834
