# Probe 0 (2 0 0)
# Probe 1 (3 -1.5 0)
# Probe 2 (3 1.5 0)
# Probe 3 (4 -2 0)
# Probe 4 (4 2 0)
#       Probe             0             1             2             3             4
#        Time
        0.005             (0.95033 -0.00240076 -1.10079e-18)             (0.995898 0.0199984 8.02608e-19)             (0.995898 -0.0199984 -7.41626e-19)             (1.00086 0.00564122 0)             (1.00086 -0.00564122 0)
         0.01             (0.94836 -0.0023239 4.39169e-20)             (0.995177 0.0172529 1.66072e-19)             (0.995177 -0.0172529 -1.54781e-19)             (1.0003 0.00558906 0)             (1.0003 -0.00558906 0)
        0.015             (0.948105 -0.00233954 1.87639e-21)             (0.995158 0.0169402 -3.82089e-21)             (0.995158 -0.0169402 3.48284e-21)             (1.00029 0.00568842 0)             (1.00029 -0.00568842 0)
         0.02             (0.947846 -0.0023553 1.28204e-21)             (0.995138 0.0168246 1.69653e-21)             (0.995138 -0.0168246 -1.58846e-21)             (1.00028 0.00578296 0)             (1.00028 -0.00578296 0)
        0.025             (0.947591 -0.00237097 1.16046e-21)             (0.995118 0.0167833 3.00646e-21)             (0.995118 -0.0167833 -2.7888e-21)             (1.00028 0.00587395 0)             (1.00028 -0.00587395 0)
         0.03             (0.947342 -0.00238645 1.17764e-21)             (0.995102 0.0167794 3.26893e-21)             (0.995102 -0.0167794 -3.02355e-21)             (1.00028 0.00596094 0)             (1.00028 -0.00596094 0)
        0.035             (0.947097 -0.00240171 1.23796e-21)             (0.995088 0.0167966 3.13625e-21)             (0.995088 -0.0167966 -2.89454e-21)             (1.00028 0.00604439 0)             (1.00028 -0.00604439 0)
         0.04             (0.946857 -0.00241676 1.3044e-21)             (0.995079 0.016827 2.84765e-21)             (0.995079 -0.016827 -2.62268e-21)             (1.00029 0.00612439 0)             (1.00029 -0.00612439 0)
        0.045             (0.94662 -0.00243163 1.3657e-21)             (0.995072 0.0168661 2.50487e-21)             (0.995072 -0.0168661 -2.30161e-21)             (1.0003 0.00620126 0)             (1.0003 -0.00620126 0)
         0.05             (0.946385 -0.00244634 1.41761e-21)             (0.995068 0.0169114 2.15088e-21)             (0.995068 -0.0169114 -1.97119e-21)             (1.0003 0.00627532 0)             (1.0003 -0.00627532 0)
        0.055             (0.946153 -0.00246089 1.46137e-21)             (0.995067 0.0169612 1.80758e-21)             (0.995067 -0.0169612 -1.65109e-21)             (1.00031 0.0063468 0)             (1.00031 -0.0063468 0)
