# Probe 0 (2 0 0)
# Probe 1 (3 -1.5 0)
# Probe 2 (3 1.5 0)
# Probe 3 (4 -2 0)
# Probe 4 (4 2 0)
#       Probe             0             1             2             3             4
#        Time
       0.0025      -22.5429      -2.19403      -2.19403      0.329483      0.329483
        0.005      0.834309     -0.447094     -0.447094     -0.256616     -0.256616
       0.0075     0.0321175     0.0160403     0.0160405    -0.0143897    -0.0143899
         0.01     0.0162293   -0.00126873    -0.0012689   -0.00800689   -0.00800698
       0.0125     0.0111335   -0.00634932   -0.00634941   -0.00528719   -0.00528737
        0.015    0.00980291   -0.00825377   -0.00825359   -0.00377575    -0.0037755
       0.0175    0.00991994   -0.00886311   -0.00886307   -0.00280831    -0.0028083
         0.02     0.0105702   -0.00886883   -0.00886884   -0.00213418   -0.00213419
       0.0225     0.0113916   -0.00857559   -0.00857591   -0.00163613   -0.00163644
        0.025     0.0122162    -0.0081348   -0.00813472   -0.00125231   -0.00125225
       0.0275     0.0129783   -0.00762513   -0.00762507  -0.000946488  -0.000946413
         0.03     0.0136415   -0.00709232   -0.00709238  -0.000694807   -0.00069493
       0.0325     0.0142002   -0.00655975   -0.00655957  -0.000484773  -0.000484562
        0.035     0.0146608   -0.00604175   -0.00604168  -0.000307231  -0.000307152
       0.0375     0.0150383   -0.00554034   -0.00554037  -0.000149415   -0.00014944
         0.04     0.0153396    -0.0050689   -0.00506887  -1.45014e-05  -1.44627e-05
       0.0425     0.0155791    -0.0046214   -0.00462138   9.82179e-05   9.82358e-05
        0.045     0.0157665   -0.00420148   -0.00420146   0.000201438   0.000201453
       0.0475     0.0159095   -0.00380804   -0.00380803   0.000293914   0.000293926
         0.05      0.016025   -0.00343929   -0.00343928   0.000376089   0.000376098
       0.0525     0.0161106   -0.00309463   -0.00309463   0.000449366   0.000449375
        0.055     0.0161803    -0.0027722   -0.00277219   0.000514583   0.000514593
       0.0575     0.0162352   -0.00247081    -0.0024708   0.000572205   0.000572212
         0.06     0.0162813   -0.00218868   -0.00218867   0.000618558   0.000618571
       0.0625     0.0163257   -0.00192507   -0.00192507   0.000673899   0.000673909
        0.065     0.0163607   -0.00167842   -0.00167842   0.000718404   0.000718409
       0.0675     0.0163969   -0.00144716   -0.00144716   0.000757177   0.000757182
         0.07     0.0164222   -0.00123124   -0.00123124    0.00079205    0.00079205
       0.0725     0.0164506   -0.00102869   -0.00102868   0.000823188   0.000823189
        0.075      0.016482  -0.000838529  -0.000838527   0.000850672   0.000850672
       0.0775     0.0165144  -0.000659863  -0.000659866   0.000873242   0.000873236
         0.08     0.0165464  -0.000492578   -0.00049258   0.000896958   0.000896951
       0.0825     0.0165711  -0.000336757  -0.000336756    0.00092622   0.000926223
        0.085     0.0166068  -0.000188996  -0.000188994   0.000945434   0.000945432
       0.0875     0.0166442  -4.99155e-05   -4.9915e-05   0.000963006   0.000963006
         0.09      0.016686   8.09094e-05   8.09114e-05   0.000978615   0.000978616
       0.0925     0.0167288   0.000201304   0.000201302   0.000989936   0.000989935
        0.095     0.0167728   0.000316668   0.000316668    0.00100186    0.00100186
       0.0975     0.0168183   0.000424632   0.000424632    0.00101216    0.00101216
          0.1     0.0168677   0.000524824   0.000524825    0.00102034    0.00102034
       0.1025     0.0169178   0.000619101     0.0006191    0.00102752    0.00102752
        0.105     0.0169704   0.000708787   0.000708788     0.0010321     0.0010321
       0.1075     0.0170235   0.000793245   0.000793245    0.00104162    0.00104162
         0.11     0.0170812   0.000872961   0.000872963    0.00104675    0.00104675
       0.1125     0.0171354   0.000947557   0.000947555    0.00105096    0.00105095
        0.115     0.0171924    0.00101787    0.00101787    0.00105441    0.00105441
       0.1175     0.0172478    0.00108399    0.00108399    0.00105746    0.00105746
         0.12     0.0173058    0.00114706    0.00114706    0.00106148    0.00106148
       0.1225     0.0173691    0.00120527    0.00120527    0.00106075    0.00106075
        0.125     0.0174311    0.00126045    0.00126045    0.00106183    0.00106183
       0.1275     0.0174924    0.00130955    0.00130955    0.00106091    0.00106091
         0.13     0.0175578    0.00135552    0.00135552    0.00105531    0.00105531
       0.1325     0.0176251    0.00140108    0.00140108    0.00105371    0.00105371
        0.135     0.0176922    0.00144378    0.00144378    0.00105172    0.00105172
       0.1375     0.0177605    0.00148384    0.00148384    0.00104928    0.00104928
         0.14     0.0178292    0.00152131    0.00152131    0.00104642    0.00104642
       0.1425     0.0178945    0.00155614    0.00155614    0.00104322    0.00104322
        0.145     0.0179658    0.00158918    0.00158918    0.00103957    0.00103957
       0.1475     0.0180323    0.00161966    0.00161966    0.00103565    0.00103565
         0.15     0.0181007    0.00164816    0.00164816    0.00103133    0.00103133
       0.1525     0.0181734    0.00167499    0.00167499    0.00102664    0.00102664
        0.155      0.018249    0.00170028    0.00170028    0.00102167    0.00102167
       0.1575     0.0183161    0.00172311    0.00172311    0.00101658    0.00101658
         0.16     0.0183862     0.0017445     0.0017445    0.00101121    0.00101121
       0.1625     0.0184542    0.00176412    0.00176412    0.00100566    0.00100566
        0.165     0.0185205    0.00178223    0.00178223   0.000999992   0.000999992
       0.1675     0.0185867     0.0017988     0.0017988   0.000994105   0.000994104
         0.17     0.0186563    0.00181279    0.00181279   0.000987357   0.000987356
       0.1725     0.0187291    0.00182554    0.00182554   0.000980287   0.000980289
        0.175     0.0188012    0.00183843    0.00183843   0.000973683   0.000973682
       0.1775     0.0188727    0.00185011    0.00185011   0.000966935   0.000966936
         0.18     0.0189363    0.00185999    0.00185999   0.000960179   0.000960178
       0.1825     0.0190052    0.00186922    0.00186922   0.000953278   0.000953277
        0.185     0.0190741    0.00187747    0.00187747   0.000946136   0.000946135
       0.1875      0.019143    0.00188477    0.00188477   0.000938913   0.000938913
         0.19     0.0192111    0.00189109    0.00189108   0.000931609   0.000931608
       0.1925      0.019279    0.00189656    0.00189656   0.000924228   0.000924227
        0.195     0.0193466    0.00190127    0.00190127   0.000916789   0.000916788
       0.1975     0.0194139    0.00190539    0.00190539   0.000909018   0.000909017
